Landskode,Stadnamn engelsk,Landsnamn engelsk,Lenke til engelsk-XML
DZ,Khenchela,Algeria,http://www.yr.no/place/Algeria/Khenchela/Khenchela/forecast.xml
DZ,Mila,Algeria,http://www.yr.no/place/Algeria/Mila/Mila/forecast.xml
DZ,Sidi Mérouane,Algeria,http://www.yr.no/place/Algeria/Mila/Sidi_Mérouane/forecast.xml
DZ,Tebtach,Algeria,http://www.yr.no/place/Algeria/Constantine/Tebtach/forecast.xml
DZ,Siliana,Algeria,http://www.yr.no/place/Algeria/Mila/Siliana/forecast.xml
DZ,Sidi Khalifa,Algeria,http://www.yr.no/place/Algeria/Mila/Sidi_Khalifa/forecast.xml
DZ,Moghtar Tahtani,Algeria,http://www.yr.no/place/Algeria/Naama/Moghtar_Tahtani/forecast.xml
DZ,Forthassa Rharbia,Algeria,http://www.yr.no/place/Algeria/Naama/Forthassa_Rharbia/forecast.xml
DZ,Mekalis,Algeria,http://www.yr.no/place/Algeria/Naama/Mekalis/forecast.xml
DZ,Tiout,Algeria,http://www.yr.no/place/Algeria/Naama/Tiout/forecast.xml
DZ,Naama,Algeria,http://www.yr.no/place/Algeria/Naama/Naama/forecast.xml
DZ,Naama,Algeria,http://www.yr.no/place/Algeria/Naama/Naama/forecast.xml
DZ,Rouissat,Algeria,http://www.yr.no/place/Algeria/Ouargla/Rouissat/forecast.xml
DZ,Touggourt,Algeria,http://www.yr.no/place/Algeria/Ouargla/Touggourt/forecast.xml
DZ,El Hadjira,Algeria,http://www.yr.no/place/Algeria/Ouargla/El_Hadjira/forecast.xml
DZ,Taïbine,Algeria,http://www.yr.no/place/Algeria/Ouargla/Taïbine/forecast.xml
DZ,Ouargla,Algeria,http://www.yr.no/place/Algeria/Ouargla/Ouargla/forecast.xml
DZ,Oued Rhiou,Algeria,http://www.yr.no/place/Algeria/Relizane/Oued_Rhiou/forecast.xml
DZ,Djidiouia,Algeria,http://www.yr.no/place/Algeria/Relizane/Djidiouia/forecast.xml
DZ,Ammi Moussa,Algeria,http://www.yr.no/place/Algeria/Relizane/Ammi_Moussa/forecast.xml
DZ,Mazouna,Algeria,http://www.yr.no/place/Algeria/Relizane/Mazouna/forecast.xml
DZ,Zemoura,Algeria,http://www.yr.no/place/Algeria/Relizane/Zemoura/forecast.xml
DZ,Relizane,Algeria,http://www.yr.no/place/Algeria/Relizane/Relizane/forecast.xml
DZ,Relizane,Algeria,http://www.yr.no/place/Algeria/Relizane/Relizane/forecast.xml
DZ,Mechtat Rass el Ganntra,Algeria,http://www.yr.no/place/Algeria/Souk_Ahras/Mechtat_Rass_el_Ganntra/forecast.xml
DZ,Mechtat Maklouf,Algeria,http://www.yr.no/place/Algeria/Oum_el_Bouaghi/Mechtat_Maklouf/forecast.xml
DZ,Mechtat Chergui el Biar,Algeria,http://www.yr.no/place/Algeria/Souk_Ahras/Mechtat_Chergui_el_Biar/forecast.xml
DZ,Mechta Sidi Maatallah,Algeria,http://www.yr.no/place/Algeria/Souk_Ahras/Mechta_Sidi_Maatallah/forecast.xml
DZ,Mechta Gharbi el Biar,Algeria,http://www.yr.no/place/Algeria/Souk_Ahras/Mechta_Gharbi_el_Biar/forecast.xml
DZ,Souk Ahras,Algeria,http://www.yr.no/place/Algeria/Souk_Ahras/Souk_Ahras/forecast.xml
DZ,Souk Ahras,Algeria,http://www.yr.no/place/Algeria/Souk_Ahras/Souk_Ahras/forecast.xml
DZ,Tamanghasset,Algeria,http://www.yr.no/place/Algeria/Tamanghasset/Tamanghasset/forecast.xml
DZ,Tit,Algeria,http://www.yr.no/place/Algeria/Tamanghasset/Tit/forecast.xml
DZ,Tazrouk,Algeria,http://www.yr.no/place/Algeria/Tamanghasset/Tazrouk/forecast.xml
DZ,Tahîfet,Algeria,http://www.yr.no/place/Algeria/Tamanghasset/Tahîfet/forecast.xml
DZ,Silet,Algeria,http://www.yr.no/place/Algeria/Tamanghasset/Silet/forecast.xml
DZ,Merkala,Algeria,http://www.yr.no/place/Algeria/Tindouf/Merkala/forecast.xml
DZ,Tindouf,Algeria,http://www.yr.no/place/Algeria/Tindouf/Tindouf/forecast.xml
DZ,Mouzaïa,Algeria,http://www.yr.no/place/Algeria/Tipaza/Mouzaïa/forecast.xml
DZ,Kolea,Algeria,http://www.yr.no/place/Algeria/Tipaza/Kolea/forecast.xml
DZ,Hadjout,Algeria,http://www.yr.no/place/Algeria/Tipaza/Hadjout/forecast.xml
DZ,Douera,Algeria,http://www.yr.no/place/Algeria/Tipaza/Douera/forecast.xml
DZ,Bou Ismaïl,Algeria,http://www.yr.no/place/Algeria/Tipaza/Bou_Ismaïl/forecast.xml
DZ,Tipasa,Algeria,http://www.yr.no/place/Algeria/Tipaza/Tipasa/forecast.xml
DZ,Tipasa,Algeria,http://www.yr.no/place/Algeria/Tipaza/Tipasa/forecast.xml
DZ,Tissemsilt,Algeria,http://www.yr.no/place/Algeria/Tissemsilt/Tissemsilt/forecast.xml
DZ,Souk el Had,Algeria,http://www.yr.no/place/Algeria/Tissemsilt/Souk_el_Had/forecast.xml
DZ,Ouled Bessem,Algeria,http://www.yr.no/place/Algeria/Tissemsilt/Ouled_Bessem/forecast.xml
DZ,Metameur ’Aïn el Rhorab,Algeria,http://www.yr.no/place/Algeria/Tissemsilt/Metameur_’Aïn_el_Rhorab/forecast.xml
DZ,Mechta Sebak,Algeria,http://www.yr.no/place/Algeria/Chlef/Mechta_Sebak/forecast.xml
EC,Llurimaguas,Ecuador,http://www.yr.no/place/Ecuador/Other/Llurimaguas/forecast.xml
EC,Guayaquil,Ecuador,http://www.yr.no/place/Ecuador/Guayas/Guayaquil/forecast.xml
EC,Quito,Ecuador,http://www.yr.no/place/Ecuador/Pichincha/Quito/forecast.xml
EC,Cuenca,Ecuador,http://www.yr.no/place/Ecuador/Azuay/Cuenca/forecast.xml
EC,Santo Domingo de los Colorados,Ecuador,http://www.yr.no/place/Ecuador/Pichincha/Santo_Domingo_de_los_Colorados/forecast.xml
EC,Machala,Ecuador,http://www.yr.no/place/Ecuador/El_Oro/Machala/forecast.xml
EC,Puerto Ayora,Ecuador,http://www.yr.no/place/Ecuador/Galapagos/Puerto_Ayora/forecast.xml
EC,San Cristóbal,Ecuador,http://www.yr.no/place/Ecuador/Galapagos/San_Cristóbal/forecast.xml
EC,Puerto Baquerizo Moreno,Ecuador,http://www.yr.no/place/Ecuador/Galapagos/Puerto_Baquerizo_Moreno/forecast.xml
EC,Tomás de Berlanga,Ecuador,http://www.yr.no/place/Ecuador/Galapagos/Tomás_de_Berlanga/forecast.xml
EC,Seymour,Ecuador,http://www.yr.no/place/Ecuador/Galapagos/Seymour/forecast.xml
EC,Cuenca,Ecuador,http://www.yr.no/place/Ecuador/Azuay/Cuenca/forecast.xml
EC,Gualaceo,Ecuador,http://www.yr.no/place/Ecuador/Azuay/Gualaceo/forecast.xml
EC,Zhurunit,Ecuador,http://www.yr.no/place/Ecuador/Azuay/Zhurunit/forecast.xml
EC,Zhuczhuc,Ecuador,http://www.yr.no/place/Ecuador/Azuay/Zhuczhuc/forecast.xml
EC,Zhucay,Ecuador,http://www.yr.no/place/Ecuador/Azuay/Zhucay/forecast.xml
EC,Guaranda,Ecuador,http://www.yr.no/place/Ecuador/Bolívar/Guaranda/forecast.xml
EC,San Miguel,Ecuador,http://www.yr.no/place/Ecuador/Bolívar/San_Miguel/forecast.xml
EC,Trigoloma,Ecuador,http://www.yr.no/place/Ecuador/Bolívar/Trigoloma/forecast.xml
EC,Tililag,Ecuador,http://www.yr.no/place/Ecuador/Bolívar/Tililag/forecast.xml
EC,Telimbela,Ecuador,http://www.yr.no/place/Ecuador/Bolívar/Telimbela/forecast.xml
EC,La Troncal,Ecuador,http://www.yr.no/place/Ecuador/Cañar/La_Troncal/forecast.xml
EC,Azogues,Ecuador,http://www.yr.no/place/Ecuador/Cañar/Azogues/forecast.xml
EC,Cañar,Ecuador,http://www.yr.no/place/Ecuador/Cañar/Cañar/forecast.xml
EC,Zhuya,Ecuador,http://www.yr.no/place/Ecuador/Cañar/Zhuya/forecast.xml
EC,Zhud,Ecuador,http://www.yr.no/place/Ecuador/Cañar/Zhud/forecast.xml
EC,San Gabriel,Ecuador,http://www.yr.no/place/Ecuador/Carchi/San_Gabriel/forecast.xml
EC,El Ángel,Ecuador,http://www.yr.no/place/Ecuador/Carchi/El_Ángel/forecast.xml
EC,Urbina,Ecuador,http://www.yr.no/place/Ecuador/Carchi/Urbina/forecast.xml
EC,Túmbez,Ecuador,http://www.yr.no/place/Ecuador/Carchi/Túmbez/forecast.xml
EC,Tulcán,Ecuador,http://www.yr.no/place/Ecuador/Carchi/Tulcán/forecast.xml
EC,Riobamba,Ecuador,http://www.yr.no/place/Ecuador/Chimborazo/Riobamba/forecast.xml
EC,Alausí,Ecuador,http://www.yr.no/place/Ecuador/Chimborazo/Alausí/forecast.xml
EC,Guano,Ecuador,http://www.yr.no/place/Ecuador/Chimborazo/Guano/forecast.xml
EC,Zula,Ecuador,http://www.yr.no/place/Ecuador/Chimborazo/Zula/forecast.xml
EC,Yaruquíes,Ecuador,http://www.yr.no/place/Ecuador/Chimborazo/Yaruquíes/forecast.xml
EC,Latacunga,Ecuador,http://www.yr.no/place/Ecuador/Cotopaxi/Latacunga/forecast.xml
EC,La Maná,Ecuador,http://www.yr.no/place/Ecuador/Cotopaxi/La_Maná/forecast.xml
EC,Pujilí,Ecuador,http://www.yr.no/place/Ecuador/Cotopaxi/Pujilí/forecast.xml
EC,San Miguel de Salcedo,Ecuador,http://www.yr.no/place/Ecuador/Cotopaxi/San_Miguel_de_Salcedo/forecast.xml
EC,Saquisilí,Ecuador,http://www.yr.no/place/Ecuador/Cotopaxi/Saquisilí/forecast.xml
EC,Machala,Ecuador,http://www.yr.no/place/Ecuador/El_Oro/Machala/forecast.xml
EC,Pasaje,Ecuador,http://www.yr.no/place/Ecuador/El_Oro/Pasaje/forecast.xml
EC,Santa Rosa,Ecuador,http://www.yr.no/place/Ecuador/El_Oro/Santa_Rosa/forecast.xml
EC,Huaquillas,Ecuador,http://www.yr.no/place/Ecuador/El_Oro/Huaquillas/forecast.xml
EC,Piñas,Ecuador,http://www.yr.no/place/Ecuador/El_Oro/Piñas/forecast.xml
EC,Propicia,Ecuador,http://www.yr.no/place/Ecuador/Esmeraldas/Propicia/forecast.xml
EC,Rosa Zárate,Ecuador,http://www.yr.no/place/Ecuador/Esmeraldas/Rosa_Zárate/forecast.xml
EC,San Lorenzo de Esmeraldas,Ecuador,http://www.yr.no/place/Ecuador/Esmeraldas/San_Lorenzo_de_Esmeraldas/forecast.xml
EC,Muisne,Ecuador,http://www.yr.no/place/Ecuador/Esmeraldas/Muisne~3653967/forecast.xml
EC,Valdez,Ecuador,http://www.yr.no/place/Ecuador/Esmeraldas/Valdez/forecast.xml
EC,Guayaquil,Ecuador,http://www.yr.no/place/Ecuador/Guayas/Guayaquil/forecast.xml
EC,Durán,Ecuador,http://www.yr.no/place/Ecuador/Guayas/Durán/forecast.xml
EC,La Libertad,Ecuador,http://www.yr.no/place/Ecuador/Guayas/La_Libertad/forecast.xml
EC,Velasco Ibarra,Ecuador,http://www.yr.no/place/Ecuador/Guayas/Velasco_Ibarra/forecast.xml
EC,Salinas,Ecuador,http://www.yr.no/place/Ecuador/Guayas/Salinas~3652100/forecast.xml
EC,Ibarra,Ecuador,http://www.yr.no/place/Ecuador/Imbabura/Ibarra/forecast.xml
EC,Otavalo,Ecuador,http://www.yr.no/place/Ecuador/Imbabura/Otavalo/forecast.xml
EC,Atuntaqui,Ecuador,http://www.yr.no/place/Ecuador/Imbabura/Atuntaqui/forecast.xml
EC,Cotacachi,Ecuador,http://www.yr.no/place/Ecuador/Imbabura/Cotacachi/forecast.xml
EC,Pimampiro,Ecuador,http://www.yr.no/place/Ecuador/Imbabura/Pimampiro/forecast.xml
EC,Loja,Ecuador,http://www.yr.no/place/Ecuador/Loja/Loja/forecast.xml
EC,Catamayo,Ecuador,http://www.yr.no/place/Ecuador/Loja/Catamayo/forecast.xml
EC,Cariamanga,Ecuador,http://www.yr.no/place/Ecuador/Loja/Cariamanga/forecast.xml
EC,Macará,Ecuador,http://www.yr.no/place/Ecuador/Loja/Macará/forecast.xml
EC,Catacocha,Ecuador,http://www.yr.no/place/Ecuador/Loja/Catacocha/forecast.xml
EC,Quevedo,Ecuador,http://www.yr.no/place/Ecuador/Los_Ríos/Quevedo/forecast.xml
EC,Babahoyo,Ecuador,http://www.yr.no/place/Ecuador/Los_Ríos/Babahoyo/forecast.xml
EC,Ventanas,Ecuador,http://www.yr.no/place/Ecuador/Los_Ríos/Ventanas/forecast.xml
EC,Vinces,Ecuador,http://www.yr.no/place/Ecuador/Los_Ríos/Vinces/forecast.xml
EC,Montalvo,Ecuador,http://www.yr.no/place/Ecuador/Los_Ríos/Montalvo/forecast.xml
EC,Manta,Ecuador,http://www.yr.no/place/Ecuador/Manabí/Manta/forecast.xml
EC,Portoviejo,Ecuador,http://www.yr.no/place/Ecuador/Manabí/Portoviejo/forecast.xml
EC,Chone,Ecuador,http://www.yr.no/place/Ecuador/Manabí/Chone/forecast.xml
EC,Bahía de Caráquez,Ecuador,http://www.yr.no/place/Ecuador/Manabí/Bahía_de_Caráquez/forecast.xml
EC,Jipijapa,Ecuador,http://www.yr.no/place/Ecuador/Manabí/Jipijapa/forecast.xml
EC,Macas,Ecuador,http://www.yr.no/place/Ecuador/Morona-Santiago/Macas/forecast.xml
EC,Sucúa,Ecuador,http://www.yr.no/place/Ecuador/Morona-Santiago/Sucúa/forecast.xml
EC,Palora,Ecuador,http://www.yr.no/place/Ecuador/Morona-Santiago/Palora/forecast.xml
EC,Gualaquiza,Ecuador,http://www.yr.no/place/Ecuador/Morona-Santiago/Gualaquiza/forecast.xml
EC,Zúñac,Ecuador,http://www.yr.no/place/Ecuador/Morona-Santiago/Zúñac/forecast.xml
EC,Puyo,Ecuador,http://www.yr.no/place/Ecuador/Pastaza/Puyo/forecast.xml
EC,Zueylán,Ecuador,http://www.yr.no/place/Ecuador/Pastaza/Zueylán/forecast.xml
EC,Villano,Ecuador,http://www.yr.no/place/Ecuador/Pastaza/Villano/forecast.xml
EC,Veracruz,Ecuador,http://www.yr.no/place/Ecuador/Pastaza/Veracruz/forecast.xml
EC,Vargas Torres,Ecuador,http://www.yr.no/place/Ecuador/Pastaza/Vargas_Torres/forecast.xml
EC,Quito,Ecuador,http://www.yr.no/place/Ecuador/Pichincha/Quito/forecast.xml
EC,Santo Domingo de los Colorados,Ecuador,http://www.yr.no/place/Ecuador/Pichincha/Santo_Domingo_de_los_Colorados/forecast.xml
EC,Cayambe,Ecuador,http://www.yr.no/place/Ecuador/Pichincha/Cayambe/forecast.xml
EC,Machachi,Ecuador,http://www.yr.no/place/Ecuador/Pichincha/Machachi/forecast.xml
EC,Sangolquí,Ecuador,http://www.yr.no/place/Ecuador/Pichincha/Sangolquí/forecast.xml
EC,Ambato,Ecuador,http://www.yr.no/place/Ecuador/Tungurahua/Ambato/forecast.xml
EC,Pelileo,Ecuador,http://www.yr.no/place/Ecuador/Tungurahua/Pelileo/forecast.xml
EC,Baños,Ecuador,http://www.yr.no/place/Ecuador/Tungurahua/Baños/forecast.xml
EC,Píllaro,Ecuador,http://www.yr.no/place/Ecuador/Tungurahua/Píllaro/forecast.xml
EC,Yunguilla,Ecuador,http://www.yr.no/place/Ecuador/Tungurahua/Yunguilla/forecast.xml
EC,Zamora,Ecuador,http://www.yr.no/place/Ecuador/Zamora-Chinchipe/Zamora/forecast.xml
EC,Yantzaza,Ecuador,http://www.yr.no/place/Ecuador/Zamora-Chinchipe/Yantzaza/forecast.xml
EC,Zumbi,Ecuador,http://www.yr.no/place/Ecuador/Zamora-Chinchipe/Zumbi/forecast.xml
EC,Zumba,Ecuador,http://www.yr.no/place/Ecuador/Zamora-Chinchipe/Zumba/forecast.xml
EC,Yacuambi,Ecuador,http://www.yr.no/place/Ecuador/Zamora-Chinchipe/Yacuambi/forecast.xml
EC,Nueva Loja,Ecuador,http://www.yr.no/place/Ecuador/Sucumbios/Nueva_Loja/forecast.xml
EC,Unión Oriental,Ecuador,http://www.yr.no/place/Ecuador/Sucumbios/Unión_Oriental/forecast.xml
EC,Umbaquí,Ecuador,http://www.yr.no/place/Ecuador/Sucumbios/Umbaquí/forecast.xml
EC,Turín,Ecuador,http://www.yr.no/place/Ecuador/Sucumbios/Turín/forecast.xml
EC,Tipishca,Ecuador,http://www.yr.no/place/Ecuador/Sucumbios/Tipishca/forecast.xml
EC,Tena,Ecuador,http://www.yr.no/place/Ecuador/Napo/Tena~3650721/forecast.xml
EC,Archidona,Ecuador,http://www.yr.no/place/Ecuador/Napo/Archidona/forecast.xml
EC,Zatzayacu,Ecuador,http://www.yr.no/place/Ecuador/Napo/Zatzayacu/forecast.xml
EC,Yuralpa,Ecuador,http://www.yr.no/place/Ecuador/Napo/Yuralpa/forecast.xml
EC,Urcusiqui,Ecuador,http://www.yr.no/place/Ecuador/Napo/Urcusiqui/forecast.xml
EC,Boca Suno,Ecuador,http://www.yr.no/place/Ecuador/Orellana/Boca_Suno/forecast.xml
EC,Zancudo,Ecuador,http://www.yr.no/place/Ecuador/Orellana/Zancudo/forecast.xml
EC,Yuturi,Ecuador,http://www.yr.no/place/Ecuador/Orellana/Yuturi/forecast.xml
EC,Yasuní,Ecuador,http://www.yr.no/place/Ecuador/Orellana/Yasuní/forecast.xml
EC,Tiputini,Ecuador,http://www.yr.no/place/Ecuador/Orellana/Tiputini~3650626/forecast.xml
EC,Puerto Francisco de Orellana,Ecuador,http://www.yr.no/place/Ecuador/Orellana/Puerto_Francisco_de_Orellana/forecast.xml
EC,Puerto Francisco de Orellana,Ecuador,http://www.yr.no/place/Ecuador/Orellana/Puerto_Francisco_de_Orellana/forecast.xml
EC,Santa Elena,Ecuador,http://www.yr.no/place/Ecuador/Santa_Elena/Santa_Elena/forecast.xml
EE,Viratu,Estonia,http://www.yr.no/place/Estonia/Pärnumaa/Viratu/forecast.xml
EE,Vahamulla,Estonia,http://www.yr.no/place/Estonia/Järvamaa/Vahamulla/forecast.xml
EE,Uue Võidu,Estonia,http://www.yr.no/place/Estonia/Viljandimaa/Uue_Võidu/forecast.xml
EE,Uueküla,Estonia,http://www.yr.no/place/Estonia/Lääne-Virumaa/Uueküla/forecast.xml
EE,Uljaste,Estonia,http://www.yr.no/place/Estonia/Lääne-Virumaa/Uljaste/forecast.xml
EE,Tallinn,Estonia,http://www.yr.no/place/Estonia/Harjumaa/Tallinn/forecast.xml
EE,Tartu,Estonia,http://www.yr.no/place/Estonia/Tartumaa/Tartu/forecast.xml
EE,Narva,Estonia,http://www.yr.no/place/Estonia/Ida-Virumaa/Narva/forecast.xml
EE,Kohtla-Järve,Estonia,http://www.yr.no/place/Estonia/Ida-Virumaa/Kohtla-Järve/forecast.xml
EE,Pärnu,Estonia,http://www.yr.no/place/Estonia/Pärnumaa/Pärnu/forecast.xml
EE,Tallinn,Estonia,http://www.yr.no/place/Estonia/Harjumaa/Tallinn/forecast.xml
EE,Maardu,Estonia,http://www.yr.no/place/Estonia/Harjumaa/Maardu~590447/forecast.xml
EE,Keila,Estonia,http://www.yr.no/place/Estonia/Harjumaa/Keila/forecast.xml
EE,Saue,Estonia,http://www.yr.no/place/Estonia/Harjumaa/Saue/forecast.xml
EE,Saku,Estonia,http://www.yr.no/place/Estonia/Harjumaa/Saku/forecast.xml
EE,Kärdla,Estonia,http://www.yr.no/place/Estonia/Hiiumaa/Kärdla/forecast.xml
EE,Käina,Estonia,http://www.yr.no/place/Estonia/Hiiumaa/Käina/forecast.xml
EE,Suuremõisa,Estonia,http://www.yr.no/place/Estonia/Hiiumaa/Suuremõisa/forecast.xml
EE,Emmaste,Estonia,http://www.yr.no/place/Estonia/Hiiumaa/Emmaste/forecast.xml
EE,Lauka,Estonia,http://www.yr.no/place/Estonia/Hiiumaa/Lauka/forecast.xml
EE,Narva,Estonia,http://www.yr.no/place/Estonia/Ida-Virumaa/Narva/forecast.xml
EE,Kohtla-Järve,Estonia,http://www.yr.no/place/Estonia/Ida-Virumaa/Kohtla-Järve/forecast.xml
EE,Sillamäe,Estonia,http://www.yr.no/place/Estonia/Ida-Virumaa/Sillamäe/forecast.xml
EE,Jõhvi,Estonia,http://www.yr.no/place/Estonia/Ida-Virumaa/Jõhvi/forecast.xml
EE,Kiviõli,Estonia,http://www.yr.no/place/Estonia/Ida-Virumaa/Kiviõli/forecast.xml
EE,Paide,Estonia,http://www.yr.no/place/Estonia/Järvamaa/Paide/forecast.xml
EE,Türi,Estonia,http://www.yr.no/place/Estonia/Järvamaa/Türi/forecast.xml
EE,Koeru,Estonia,http://www.yr.no/place/Estonia/Järvamaa/Koeru/forecast.xml
EE,Järva-Jaani,Estonia,http://www.yr.no/place/Estonia/Järvamaa/Järva-Jaani/forecast.xml
EE,Särevere,Estonia,http://www.yr.no/place/Estonia/Järvamaa/Särevere/forecast.xml
EE,Jõgeva,Estonia,http://www.yr.no/place/Estonia/Jõgevamaa/Jõgeva/forecast.xml
EE,Põltsamaa,Estonia,http://www.yr.no/place/Estonia/Jõgevamaa/Põltsamaa/forecast.xml
EE,Mustvee,Estonia,http://www.yr.no/place/Estonia/Jõgevamaa/Mustvee/forecast.xml
EE,Tabivere,Estonia,http://www.yr.no/place/Estonia/Jõgevamaa/Tabivere~793956/forecast.xml
EE,Siimusti,Estonia,http://www.yr.no/place/Estonia/Jõgevamaa/Siimusti/forecast.xml
EE,Haapsalu,Estonia,http://www.yr.no/place/Estonia/Läänemaa/Haapsalu/forecast.xml
EE,Lihula,Estonia,http://www.yr.no/place/Estonia/Läänemaa/Lihula/forecast.xml
EE,Uuemõisa,Estonia,http://www.yr.no/place/Estonia/Läänemaa/Uuemõisa/forecast.xml
EE,Taebla,Estonia,http://www.yr.no/place/Estonia/Läänemaa/Taebla/forecast.xml
EE,Palivere,Estonia,http://www.yr.no/place/Estonia/Läänemaa/Palivere/forecast.xml
EE,Rakvere,Estonia,http://www.yr.no/place/Estonia/Lääne-Virumaa/Rakvere/forecast.xml
EE,Tapa,Estonia,http://www.yr.no/place/Estonia/Lääne-Virumaa/Tapa/forecast.xml
EE,Kunda,Estonia,http://www.yr.no/place/Estonia/Lääne-Virumaa/Kunda~590976/forecast.xml
EE,Tamsalu,Estonia,http://www.yr.no/place/Estonia/Lääne-Virumaa/Tamsalu/forecast.xml
EE,Kadrina,Estonia,http://www.yr.no/place/Estonia/Lääne-Virumaa/Kadrina/forecast.xml
EE,Pärnu,Estonia,http://www.yr.no/place/Estonia/Pärnumaa/Pärnu/forecast.xml
EE,Sindi,Estonia,http://www.yr.no/place/Estonia/Pärnumaa/Sindi/forecast.xml
EE,Vändra,Estonia,http://www.yr.no/place/Estonia/Pärnumaa/Vändra/forecast.xml
EE,Kilingi-Nõmme,Estonia,http://www.yr.no/place/Estonia/Pärnumaa/Kilingi-Nõmme/forecast.xml
EE,Paikuse,Estonia,http://www.yr.no/place/Estonia/Pärnumaa/Paikuse/forecast.xml
EE,Põlva,Estonia,http://www.yr.no/place/Estonia/Põlvamaa/Põlva/forecast.xml
EE,Räpina,Estonia,http://www.yr.no/place/Estonia/Põlvamaa/Räpina/forecast.xml
EE,Kanepi,Estonia,http://www.yr.no/place/Estonia/Põlvamaa/Kanepi/forecast.xml
EE,Mammaste,Estonia,http://www.yr.no/place/Estonia/Põlvamaa/Mammaste/forecast.xml
EE,Ahja,Estonia,http://www.yr.no/place/Estonia/Põlvamaa/Ahja/forecast.xml
EE,Rapla,Estonia,http://www.yr.no/place/Estonia/Raplamaa/Rapla/forecast.xml
EE,Kohila,Estonia,http://www.yr.no/place/Estonia/Raplamaa/Kohila/forecast.xml
EE,Märjamaa,Estonia,http://www.yr.no/place/Estonia/Raplamaa/Märjamaa/forecast.xml
EE,Kehtna,Estonia,http://www.yr.no/place/Estonia/Raplamaa/Kehtna/forecast.xml
EE,Järvakandi,Estonia,http://www.yr.no/place/Estonia/Raplamaa/Järvakandi~591965/forecast.xml
EE,Kuressaare,Estonia,http://www.yr.no/place/Estonia/Saaremaa/Kuressaare/forecast.xml
EE,Orissaare,Estonia,http://www.yr.no/place/Estonia/Saaremaa/Orissaare/forecast.xml
EE,Kärla,Estonia,http://www.yr.no/place/Estonia/Saaremaa/Kärla/forecast.xml
EE,Salme,Estonia,http://www.yr.no/place/Estonia/Saaremaa/Salme/forecast.xml
EE,Aste,Estonia,http://www.yr.no/place/Estonia/Saaremaa/Aste/forecast.xml
EE,Tartu,Estonia,http://www.yr.no/place/Estonia/Tartumaa/Tartu/forecast.xml
EE,Elva,Estonia,http://www.yr.no/place/Estonia/Tartumaa/Elva/forecast.xml
EE,Nõo,Estonia,http://www.yr.no/place/Estonia/Tartumaa/Nõo/forecast.xml
EE,Kallaste,Estonia,http://www.yr.no/place/Estonia/Tartumaa/Kallaste/forecast.xml
EE,Puhja,Estonia,http://www.yr.no/place/Estonia/Tartumaa/Puhja/forecast.xml
EE,Valga,Estonia,http://www.yr.no/place/Estonia/Valgamaa/Valga/forecast.xml
EE,Tõrva,Estonia,http://www.yr.no/place/Estonia/Valgamaa/Tõrva/forecast.xml
EE,Otepää,Estonia,http://www.yr.no/place/Estonia/Valgamaa/Otepää/forecast.xml
EE,Puka,Estonia,http://www.yr.no/place/Estonia/Valgamaa/Puka/forecast.xml
EE,Tsirguliina,Estonia,http://www.yr.no/place/Estonia/Valgamaa/Tsirguliina/forecast.xml
EE,Viljandi,Estonia,http://www.yr.no/place/Estonia/Viljandimaa/Viljandi/forecast.xml
EE,Karksi-Nuia,Estonia,http://www.yr.no/place/Estonia/Viljandimaa/Karksi-Nuia/forecast.xml
EE,Võhma,Estonia,http://www.yr.no/place/Estonia/Viljandimaa/Võhma/forecast.xml
EE,Abja-Paluoja,Estonia,http://www.yr.no/place/Estonia/Viljandimaa/Abja-Paluoja/forecast.xml
EE,Viiratsi,Estonia,http://www.yr.no/place/Estonia/Viljandimaa/Viiratsi/forecast.xml
EE,Võru,Estonia,http://www.yr.no/place/Estonia/Võrumaa/Võru/forecast.xml
EE,Vana-Antsla,Estonia,http://www.yr.no/place/Estonia/Võrumaa/Vana-Antsla/forecast.xml
EE,Väimela,Estonia,http://www.yr.no/place/Estonia/Võrumaa/Väimela/forecast.xml
EE,Vastseliina,Estonia,http://www.yr.no/place/Estonia/Võrumaa/Vastseliina/forecast.xml
EE,Parksepa,Estonia,http://www.yr.no/place/Estonia/Võrumaa/Parksepa/forecast.xml
EG,Al ‘Āshir min Ramaḑān,Egypt,http://www.yr.no/place/Egypt/Other/Al_‘Āshir_min_Ramaḑān/forecast.xml
EG,Al Mulayz,Egypt,http://www.yr.no/place/Egypt/Other/Al_Mulayz/forecast.xml
EG,Cairo,Egypt,http://www.yr.no/place/Egypt/Cairo/Cairo/forecast.xml
EG,Alexandria,Egypt,http://www.yr.no/place/Egypt/Alexandria/Alexandria/forecast.xml
EG,Giza,Egypt,http://www.yr.no/place/Egypt/Giza/Giza/forecast.xml
EG,Suez,Egypt,http://www.yr.no/place/Egypt/Suez/Suez/forecast.xml
EG,Al Maḩallah al Kubrá,Egypt,http://www.yr.no/place/Egypt/Al_Gharbiyah/Al_Maḩallah_al_Kubrá/forecast.xml
EG,Al Mansurah,Egypt,http://www.yr.no/place/Egypt/Ad_Daqahliyah/Al_Mansurah/forecast.xml
EG,Ṭalkha,Egypt,http://www.yr.no/place/Egypt/Ad_Daqahliyah/Ṭalkha/forecast.xml
EG,Dikirnis,Egypt,http://www.yr.no/place/Egypt/Ad_Daqahliyah/Dikirnis/forecast.xml
